0.0,0.0
2.0,2.1905490731732107E-7
6.0,5.476372682933027E-7
35.0,2.464367707319862E-6
39.0,4.600153053663743E-6
41.0,9.090778653668825E-6
43.0,1.3800459160991228E-5
44.0,1.861966712197229E-5
53.0,2.1522144643926795E-5
62.0,2.4917495707345274E-5
72.0,2.886048403905705E-5
87.0,3.3624928273208784E-5
92.0,3.866319114150717E-5
94.0,4.3810981463464214E-5
95.0,4.901353551225059E-5
98.0,5.4380380741524955E-5
212.0,6.599029082934297E-5
228.0,7.847642054643028E-5
234.0,9.129113262449356E-5
270.0,1.0607733886841274E-4
311.0,1.2310885791233444E-4
350.0,1.4227616230260003E-4
558.0,1.7283432187336633E-4
728.0,2.1270231500511878E-4
951.0,2.6478261921981185E-4
997.0,3.193820548686541E-4
1257.0,3.882200594931223E-4
1336.0,4.613843985371075E-4
1368.0,5.363011768396314E-4
1401.0,6.13025158127523E-4
1580.0,6.995518465178649E-4
2130.0,8.161985846643383E-4
2886.0,9.742467002937855E-4
3110.0,0.0011445618907330027
3698.0,0.0013470781525478659
4129.0,0.0015731975806261705
4170.0,0.0018015623215044778
4208.0,0.0020320080840022996
4781.0,0.0022938334619733275
4865.0,0.0025602589929980195
4968.0,0.002832325187886132
5022.0,0.003107348624023029
5835.0,0.003426894970072171
5926.0,0.003751424815262782
6171.0,0.004089371773526579
6198.0,0.004428797352414768
7526.0,0.004840949160532308
8063.0,0.005282509089957197
8309.0,0.005737540896182103
8702.0,0.006214094847050935
9596.0,0.006739607569705188
11497.0,0.0073692261370619985
11831.0,0.008017135789179805
12377.0,0.008694946436146425
12463.0,0.00937746676362037
13033.0,0.01009120241538703
13618.0,0.01083697484734885
14710.0,0.011642549269008299
15516.0,0.012492263254492186
20515.0,0.013615741110395896
20663.0,0.014747323997870349
22640.0,0.015987174773286386
23722.0,0.017286279901131758
24382.0,0.018621529088684488
28835.0,0.020200641151808228
30791.0,0.021886871064610135
33451.0,0.023718772490778063
36187.0,0.025700507473551036
40738.0,0.027931472177124293
41742.0,0.030217419662434197
44628.0,0.03266141526337355
52211.0,0.03552068420485971
55535.0,0.03856198777432657
60214.0,0.04185953082162786
62720.0,0.04529431176836345
77928.0,0.0495619394727195
95092.0,0.05476953178437418
106797.0,0.06061813351856616
110830.0,0.06668759736306083
130098.0,0.07381224869610305
205469.0,0.08506449688399871
249463.0,0.09872602047002392
441274.0,0.12289182926290981
568843.0,0.15404379192368653
569401.0,0.185226312744034
2124368.0,0.3015646215810047
4505602.0,0.5483081787106888
8248011.0,1.0
