1,8751,8751,3.41757e-05
2,3899,16549,6.46295e-05
3,2252,23305,9.10141e-05
4,1445,29085,0.000113587
5,1070,34435,0.000134481
6,945,40105,0.000156624
7,667,44774,0.000174858
8,617,49710,0.000194135
9,553,54687,0.000213572
10,465,59337,0.000231731
11,398,63715,0.000248829
12,376,68227,0.00026645
13,368,73011,0.000285133
14,348,77883,0.00030416
15,295,82308,0.000321441
16,273,86676,0.0003385
17,274,91334,0.000356691
18,216,95222,0.000371875
19,183,98699,0.000385454
20,198,102659,0.000400919
21,211,107090,0.000418223
22,188,111226,0.000434376
23,187,115527,0.000451173
24,164,119463,0.000466544
25,160,123463,0.000482166
26,187,128325,0.000501153
27,142,132159,0.000516126
28,146,136247,0.000532091
29,113,139524,0.000544889
30,126,143304,0.000559651
31,112,146776,0.000573211
32,107,150200,0.000586583
33,98,153434,0.000599213
34,92,156562,0.000611429
35,96,159922,0.000624551
36,129,164566,0.000642687
37,77,167415,0.000653813
38,101,171253,0.000668802
39,77,174256,0.00068053
40,105,178456,0.000696932
41,82,181818,0.000710062
42,63,184464,0.000720395
43,87,188205,0.000735005
44,71,191329,0.000747206
45,100,195829,0.00076478
46,75,199279,0.000778253
47,67,202428,0.000790551
48,68,205692,0.000803298
49,94,210298,0.000821286
50,74,213998,0.000835736
51,70,217568,0.000849678
52,64,220896,0.000862675
53,61,224129,0.000875301
54,44,226505,0.00088458
55,59,229750,0.000897253
56,74,233894,0.000913437
57,47,236573,0.000923899
58,68,240517,0.000939302
59,62,244175,0.000953587
60,70,248375,0.00096999
61,59,251974,0.000984045
62,59,255632,0.000998331
63,53,258971,0.00101137
64,52,262299,0.00102437
65,65,266524,0.00104087
66,66,270880,0.00105788
67,50,274230,0.00107096
68,56,278038,0.00108583
69,41,280867,0.00109688
70,42,283807,0.00110836
71,78,289345,0.00112999
72,36,291937,0.00114011
73,63,296536,0.00115808
74,56,300680,0.00117426
75,39,303605,0.00118568
76,37,306417,0.00119666
77,37,309266,0.00120779
78,40,312386,0.00121997
79,41,315625,0.00123262
80,53,319865,0.00124918
81,41,323186,0.00126215
82,41,326548,0.00127528
83,58,331362,0.00129408
84,31,333966,0.00130425
85,37,337111,0.00131653
86,51,341497,0.00133366
87,50,345847,0.00135065
88,37,349103,0.00136337
89,37,352396,0.00137623
90,31,355186,0.00138712
91,35,358371,0.00139956
92,33,361407,0.00141142
93,27,363918,0.00142123
94,33,367020,0.00143334
95,47,371485,0.00145078
96,36,374941,0.00146427
97,46,379403,0.0014817
98,18,381167,0.00148859
99,26,383741,0.00149864
100,32,386941,0.00151114
101,21,389062,0.00151942
102,36,392734,0.00153376
103,33,396133,0.00154704
104,24,398629,0.00155678
105,22,400939,0.0015658
106,18,402847,0.00157326
107,23,405308,0.00158287
108,33,408872,0.00159679
109,32,412360,0.00161041
110,28,415440,0.00162244
111,12,416772,0.00162764
112,24,419460,0.00163814
113,19,421607,0.00164652
114,12,422975,0.00165186
115,29,426310,0.00166489
116,18,428398,0.00167304
117,20,430738,0.00168218
118,27,433924,0.00169462
119,24,436780,0.00170578
120,29,440260,0.00171937
121,21,442801,0.00172929
122,23,445607,0.00174025
123,41,450650,0.00175994
124,26,453874,0.00177253
125,22,456624,0.00178327
126,15,458514,0.00179066
127,11,459911,0.00179611
128,22,462727,0.00180711
129,34,467113,0.00182424
130,28,470753,0.00183845
131,31,474814,0.00185431
132,13,476530,0.00186101
133,21,479323,0.00187192
134,21,482137,0.00188291
135,15,484162,0.00189082
136,22,487154,0.0019025
137,19,489757,0.00191267
138,24,493069,0.0019256
139,17,495432,0.00193483
