1,92957461,92957461,0.363031
2,8092534,109142529,0.426239
3,1378247,113277270,0.442387
4,520425,115358970,0.450517
5,256994,116643940,0.455535
6,175870,117699160,0.459656
7,126136,118582112,0.463104
8,86333,119272776,0.465801
9,63318,119842638,0.468027
10,53567,120378308,0.470119
11,41439,120834137,0.471899
12,37585,121285157,0.47366
13,30707,121684348,0.475219
14,27760,122072988,0.476737
15,23693,122428383,0.478125
16,21779,122776847,0.479486
17,18812,123096651,0.480735
18,17808,123417195,0.481987
19,15823,123717832,0.483161
20,15388,124025592,0.484363
21,13765,124314657,0.485492
22,12550,124590757,0.48657
23,11804,124862249,0.48763
24,10781,125120993,0.488641
25,10033,125371818,0.48962
26,9636,125622354,0.490599
27,9625,125882229,0.491613
28,9657,126152625,0.492669
29,9266,126421339,0.493719
30,9879,126717709,0.494876
31,9643,127016642,0.496044
32,8816,127298754,0.497145
33,8301,127572687,0.498215
34,7823,127838669,0.499254
35,7111,128087554,0.500226
36,7271,128349310,0.501248
37,6908,128604906,0.502246
38,6675,128858556,0.503237
39,6132,129097704,0.504171
40,6127,129342784,0.505128
41,5782,129579846,0.506054
42,5503,129810972,0.506957
43,4721,130013975,0.507749
44,4419,130208411,0.508509
45,4022,130389401,0.509216
46,3704,130559785,0.509881
47,3428,130720901,0.51051
48,3259,130877333,0.511121
49,3171,131032712,0.511728
50,2982,131181812,0.51231
51,2762,131322674,0.51286
52,2634,131459642,0.513395
53,2664,131600834,0.513947
54,2559,131739020,0.514486
55,2309,131866015,0.514982
56,2325,131996215,0.515491
57,2276,132125947,0.515997
58,2296,132259115,0.516517
59,2132,132384903,0.517009
60,2094,132510543,0.517499
61,1952,132629615,0.517964
62,1912,132748159,0.518427
63,1927,132869560,0.518901
64,1791,132984184,0.519349
65,1685,133093709,0.519777
66,1789,133211783,0.520238
67,1603,133319184,0.520657
68,1541,133423972,0.521067
69,1614,133535338,0.521501
70,1993,133674848,0.522046
71,1460,133778508,0.522451
72,1443,133882404,0.522857
73,1382,133983290,0.523251
74,1315,134080600,0.523631
75,1235,134173225,0.523993
76,1255,134268605,0.524365
77,1271,134366472,0.524747
78,1177,134458278,0.525106
79,1076,134543282,0.525438
80,1131,134633762,0.525791
81,1085,134721647,0.526134
82,1095,134811437,0.526485
83,1006,134894935,0.526811
84,994,134978431,0.527137
85,995,135063006,0.527468
86,984,135147630,0.527798
87,895,135225495,0.528102
88,861,135301263,0.528398
89,910,135382253,0.528714
90,849,135458663,0.529013
91,843,135535376,0.529312
92,832,135611920,0.529611
93,731,135679903,0.529877
94,831,135758017,0.530182
95,817,135835632,0.530485
96,792,135911664,0.530782
97,724,135981892,0.531056
98,734,136053824,0.531337
99,760,136129064,0.531631
100,733,136202364,0.531917
101,659,136268923,0.532177
102,649,136335121,0.532436
103,647,136401762,0.532696
104,621,136466346,0.532948
105,655,136535121,0.533217
106,587,136597343,0.53346
107,606,136662185,0.533713
108,595,136726445,0.533964
109,565,136788030,0.534204
110,550,136848530,0.534441
111,533,136907693,0.534672
112,535,136967613,0.534906
113,539,137028520,0.535144
114,524,137088256,0.535377
115,539,137150241,0.535619
116,451,137202557,0.535823
117,442,137254271,0.536025
